station_id,station_name,timestamp_utc,timestamp_ept,temperature_f,wind_speed_mph,dewpoint_f
72530094846,"Chicago O'Hare, IL",2014-01-01 00:00:00,2013-12-31 19:00:00,12.0,,6.1
72530094846,"Chicago O'Hare, IL",2014-01-01 00:49:00,2013-12-31 19:49:00,12.2,3.4,6.8
72530094846,"Chicago O'Hare, IL",2014-01-01 00:51:00,2013-12-31 19:51:00,12.0,3.4,6.1
72530094846,"Chicago O'Hare, IL",2014-01-01 01:08:00,2013-12-31 20:08:00,12.0,3.4,6.1
72530094846,"Chicago O'Hare, IL",2014-01-01 01:17:00,2013-12-31 20:17:00,12.0,3.4,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 01:51:00,2013-12-31 20:51:00,12.0,3.4,6.1
72530094846,"Chicago O'Hare, IL",2014-01-01 02:51:00,2013-12-31 21:51:00,12.0,6.9,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 03:00:00,2013-12-31 22:00:00,10.9,6.9,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 03:39:00,2013-12-31 22:39:00,10.9,9.2,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 03:51:00,2013-12-31 22:51:00,10.9,9.2,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 04:17:00,2013-12-31 23:17:00,10.9,8.1,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 04:25:00,2013-12-31 23:25:00,10.9,10.3,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 04:45:00,2013-12-31 23:45:00,10.4,9.2,3.2
72530094846,"Chicago O'Hare, IL",2014-01-01 04:51:00,2013-12-31 23:51:00,10.0,8.1,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 05:51:00,2014-01-01 00:51:00,10.0,10.3,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 05:56:00,2014-01-01 00:56:00,10.0,11.4,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 06:00:00,2014-01-01 01:00:00,10.0,10.3,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 06:18:00,2014-01-01 01:18:00,10.0,10.3,3.0
72530094846,"Chicago O'Hare, IL",2014-01-01 06:51:00,2014-01-01 01:51:00,10.9,10.3,3.9
72530094846,"Chicago O'Hare, IL",2014-01-01 07:22:00,2014-01-01 02:22:00,10.9,9.2,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 07:34:00,2014-01-01 02:34:00,10.9,9.2,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 07:51:00,2014-01-01 02:51:00,10.9,9.2,5.0
72530094846,"Chicago O'Hare, IL",2014-01-01 08:51:00,2014-01-01 03:51:00,12.0,9.2,7.0
72530094846,"Chicago O'Hare, IL",2014-01-01 09:51:00,2014-01-01 04:51:00,14.0,8.1,9.0
72530094846,"Chicago O'Hare, IL",2014-01-01 10:51:00,2014-01-01 05:51:00,14.0,8.1,9.0
72530094846,"Chicago O'Hare, IL",2014-01-01 11:51:00,2014-01-01 06:51:00,15.1,8.1,10.0
72530094846,"Chicago O'Hare, IL",2014-01-01 12:00:00,2014-01-01 07:00:00,15.1,8.1,10.0
72530094846,"Chicago O'Hare, IL",2014-01-01 12:36:00,2014-01-01 07:36:00,15.1,9.2,10.9
72530094846,"Chicago O'Hare, IL",2014-01-01 12:51:00,2014-01-01 07:51:00,16.0,10.3,10.9
72530094846,"Chicago O'Hare, IL",2014-01-01 13:25:00,2014-01-01 08:25:00,17.1,6.9,12.0
72530094846,"Chicago O'Hare, IL",2014-01-01 13:43:00,2014-01-01 08:43:00,17.1,4.7,12.0
72530094846,"Chicago O'Hare, IL",2014-01-01 13:49:00,2014-01-01 08:49:00,17.6,8.1,12.2
72530094846,"Chicago O'Hare, IL",2014-01-01 13:51:00,2014-01-01 08:51:00,19.0,8.1,12.9
72530094846,"Chicago O'Hare, IL",2014-01-01 14:14:00,2014-01-01 09:14:00,21.0,10.3,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 14:31:00,2014-01-01 09:31:00,21.0,11.4,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 14:54:00,2014-01-01 09:54:00,21.0,12.8,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 15:06:00,2014-01-01 10:06:00,21.0,13.9,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 15:39:00,2014-01-01 10:39:00,21.0,10.3,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 15:49:00,2014-01-01 10:49:00,21.2,13.9,15.8
72530094846,"Chicago O'Hare, IL",2014-01-01 15:51:00,2014-01-01 10:51:00,21.0,13.9,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 15:53:00,2014-01-01 10:53:00,21.0,16.1,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 16:48:00,2014-01-01 11:48:00,21.2,16.1,15.8
72530094846,"Chicago O'Hare, IL",2014-01-01 16:51:00,2014-01-01 11:51:00,21.0,16.1,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 17:08:00,2014-01-01 12:08:00,21.0,15.0,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 17:49:00,2014-01-01 12:49:00,21.2,15.0,15.8
72530094846,"Chicago O'Hare, IL",2014-01-01 17:51:00,2014-01-01 12:51:00,21.0,15.0,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 18:00:00,2014-01-01 13:00:00,21.0,15.0,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 18:26:00,2014-01-01 13:26:00,21.0,13.9,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 18:43:00,2014-01-01 13:43:00,21.0,15.0,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 18:51:00,2014-01-01 13:51:00,21.0,12.8,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 19:10:00,2014-01-01 14:10:00,21.0,17.2,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 19:33:00,2014-01-01 14:33:00,21.0,17.2,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 19:51:00,2014-01-01 14:51:00,21.0,13.9,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 20:51:00,2014-01-01 15:51:00,21.0,15.0,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 21:51:00,2014-01-01 16:51:00,21.0,11.4,15.1
72530094846,"Chicago O'Hare, IL",2014-01-01 22:20:00,2014-01-01 17:20:00,21.0,13.9,16.0
72530094846,"Chicago O'Hare, IL",2014-01-01 22:33:00,2014-01-01 17:33:00,21.9,12.8,16.0
72530094846,"Chicago O'Hare, IL",2014-01-01 22:45:00,2014-01-01 17:45:00,21.2,11.4,15.8
72530094846,"Chicago O'Hare, IL",2014-01-01 22:51:00,2014-01-01 17:51:00,21.0,11.4,16.0
72530094846,"Chicago O'Hare, IL",2014-01-01 23:26:00,2014-01-01 18:26:00,21.0,13.9,16.0
72530094846,"Chicago O'Hare, IL",2014-01-01 23:51:00,2014-01-01 18:51:00,21.9,15.0,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 00:00:00,2014-01-01 19:00:00,21.9,15.0,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 00:07:00,2014-01-01 19:07:00,21.9,13.9,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 00:22:00,2014-01-01 19:22:00,21.9,13.9,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 00:41:00,2014-01-01 19:41:00,21.9,15.0,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 00:51:00,2014-01-01 19:51:00,21.9,11.4,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 01:19:00,2014-01-01 20:19:00,21.9,12.8,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 01:36:00,2014-01-01 20:36:00,21.9,13.9,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 01:51:00,2014-01-01 20:51:00,21.9,11.4,16.0
72530094846,"Chicago O'Hare, IL",2014-01-02 02:14:00,2014-01-01 21:14:00,21.9,,16.0
